CMDLINE C:\Users\Wuestney\miniconda3\envs\monte-carlo-dev\python.exe gen_mc_transition.py
MEM 1.609375 1666577153.3240
MEM 15.503906 1666577153.4370
MEM 23.070312 1666577153.5373
MEM 29.125000 1666577153.6525
MEM 34.285156 1666577153.7531
MEM 39.359375 1666577153.8546
MEM 48.179688 1666577153.9713
